t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
44369.12500,0.163977,44369.12500,181.642,44369.12500,0.832174,44369.12500,0.89316,44369.12500,0.946153,44369.12500,18.6694,44369.12500,0.773251,44369.12500,1.16271,44369.12500,10.4874
44369.16667,0,44369.16667,89.9937,44369.16667,0.833445,44369.16667,0.894437,44369.16667,0.947432,44369.16667,21.1458,44369.16667,0.764812,44369.16667,1.16729,44369.16667,10.5416
44369.20833,0,44369.20833,55.1692,44369.20833,0.833867,44369.20833,0.894862,44369.20833,0.947858,44369.20833,19.712,44369.20833,0.841215,44369.20833,1.22111,44369.20833,10.5958
44369.25000,0,44369.25000,36.574,44369.25000,0.833947,44369.25000,0.894943,44369.25000,0.947939,44369.25000,19.606,44369.25000,0.818458,44369.25000,1.25058,44369.25000,10.6501
44369.29167,0,44369.29167,24.6664,44369.29167,0.833885,44369.29167,0.894882,44369.29167,0.947879,44369.29167,19.9898,44369.29167,0.847216,44369.29167,1.21806,44369.29167,10.7044
44369.33333,0,44369.33333,20.0581,44369.33333,0.833851,44369.33333,0.894849,44369.33333,0.947845,44369.33333,18.707,44369.33333,0.879689,44369.33333,1.10508,44369.33333,10.7274
44369.37500,0,44369.37500,18.764,44369.37500,0.83383,44369.37500,0.894827,44369.37500,0.947824,44369.37500,19.4456,44369.37500,0.891888,44369.37500,1.12458,44369.37500,10.7361
44369.41667,0.0164691,44369.41667,17.4958,44369.41667,0.833806,44369.41667,0.894804,44369.41667,0.9478,44369.41667,20.123,44369.41667,0.829658,44369.41667,1.10921,44369.41667,10.7452
44369.45833,1.2,44369.45833,22.0169,44369.45833,0.833755,44369.45833,0.894752,44369.45833,0.947748,44369.45833,21.0955,44369.45833,0.80065,44369.45833,1.06115,44369.45833,10.7714
44369.50000,4.8,44369.50000,74.174,44369.50000,0.834147,44369.50000,0.89514,44369.50000,0.948135,44369.50000,21.7903,44369.50000,0.797653,44369.50000,1.10616,44369.50000,10.8092
44369.54167,18,44369.54167,368.007,44369.54167,0.837307,44369.54167,0.898279,44369.54167,0.951266,44369.54167,26.1666,44369.54167,0.82565,44369.54167,1.04742,44369.54167,10.8391
44369.58333,39.6,44369.58333,1270.96,44369.58333,0.851336,44369.58333,0.912242,44369.58333,0.965205,44369.58333,59.0802,44369.58333,0.826773,44369.58333,1.07135,44369.58333,10.8466
44369.62500,48,44369.62500,2010.18,44369.62500,0.8781,44369.62500,0.938955,44369.62500,0.991888,44369.62500,181.223,44369.62500,0.781948,44369.62500,1.05833,44369.62500,10.8353
44369.66667,55.2,44369.66667,2304.39,44369.66667,0.906502,44369.66667,0.967334,44369.66667,1.02024,44369.66667,367.252,44369.66667,0.8336,44369.66667,1.09999,44369.66667,10.8104
44369.70833,85.2,44369.70833,3403.39,44369.70833,0.941268,44369.70833,1.00202,44369.70833,1.05487,44369.70833,717.694,44369.70833,0.879485,44369.70833,1.21726,44369.70833,10.7372
44369.75000,72,44369.75000,3605.04,44369.75000,0.981637,44369.75000,1.04237,44369.75000,1.09514,44369.75000,1177.83,44369.75000,0.994347,44369.75000,1.24668,44369.75000,10.5627
44369.79167,21.6,44369.79167,1602.61,44369.79167,0.992011,44369.79167,1.05285,44369.79167,1.10564,44369.79167,1370.47,44369.79167,0.966347,44369.79167,1.3466,44369.79167,10.3289
44369.83333,2.4,44369.83333,537.278,44369.83333,0.983288,44369.83333,1.04419,44369.83333,1.09702,44369.83333,1290.09,44369.83333,0.95231,44369.83333,1.38935,44369.83333,10.1022
44369.87500,0,44369.87500,97.2052,44369.87500,0.949674,44369.87500,1.01063,44369.87500,1.06352,44369.87500,786.681,44369.87500,0.931105,44369.87500,1.30732,44369.87500,9.68504
44369.91667,0,44369.91667,92.1332,44369.91667,0.948729,44369.91667,1.00968,44369.91667,1.06258,44369.91667,769.931,44369.91667,0.939285,44369.91667,1.26842,44369.91667,9.67383
44369.95833,0,44369.95833,87.0611,44369.95833,0.947784,44369.95833,1.00874,44369.95833,1.06163,44369.95833,813.733,44369.95833,0.945671,44369.95833,1.18981,44369.95833,9.66262
44370.00000,0,44370.00000,58.3262,44370.00000,0.940664,44370.00000,1.00163,44370.00000,1.05453,44370.00000,695.71,44370.00000,0.973007,44370.00000,1.26967,44370.00000,9.58044
44370.00000,0,44370.00000,44.1293,44370.00000,0.935486,44370.00000,0.99645,44370.00000,1.04937,44370.00000,633.493,44370.00000,0.967651,44370.00000,1.26345,44370.00000,9.52279
44370.04167,0,44370.04167,29.4665,44370.04167,0.927518,44370.04167,0.988487,44370.04167,1.04141,44370.04167,566.24,44370.04167,1.0231,44370.04167,1.28942,44370.04167,9.4387
44370.08333,0,44370.08333,19.2406,44370.08333,0.918683,44370.08333,0.979658,44370.08333,1.0326,44370.08333,487.545,44370.08333,1.00908,44370.08333,1.27554,44370.08333,9.35404
44370.12500,0,44370.12500,14.0387,44370.12500,0.9123,44370.12500,0.973278,44370.12500,1.02622,44370.12500,404.757,44370.12500,0.973825,44370.12500,1.32336,44370.12500,9.29884
44370.16667,0,44370.16667,10.8585,44370.16667,0.907144,44370.16667,0.968124,44370.16667,1.02108,44370.16667,347.753,44370.16667,1.00103,44370.16667,1.24647,44370.16667,9.25877
44370.20833,0,44370.20833,8.5824,44370.20833,0.902485,44370.20833,0.963467,44370.20833,1.01642,44370.20833,284.157,44370.20833,0.887763,44370.20833,1.1167,44370.20833,9.22663
44370.25000,0,44370.25000,6.90946,44370.25000,0.898256,44370.25000,0.95924,44370.25000,1.0122,44370.25000,246.215,44370.25000,0.978771,44370.25000,1.01036,44370.25000,9.20137
44370.29167,0,44370.29167,5.65146,44370.29167,0.894401,44370.29167,0.955386,44370.29167,1.00835,44370.29167,231.121,44370.29167,0.899965,44370.29167,1.02561,44370.29167,9.18208
44370.33333,0,44370.33333,4.68659,44370.33333,0.890872,44370.33333,0.951859,44370.33333,1.00483,44370.33333,232.513,44370.33333,0.889368,44370.33333,0.993868,44370.33333,9.16801
44370.37500,0,44370.37500,3.93351,44370.37500,0.887629,44370.37500,0.948617,44370.37500,1.00159,44370.37500,227.588,44370.37500,0.955391,44370.37500,0.990071,44370.37500,9.15856
44370.41667,0,44370.41667,3.33675,44370.41667,0.884612,44370.41667,0.945601,44370.41667,0.998572,44370.41667,203.579,44370.41667,0.98999,44370.41667,0.946435,44370.41667,9.15321
44370.45833,0,44370.45833,2.85746,44370.45833,0.881711,44370.45833,0.942701,44370.45833,0.995675,44370.45833,179.586,44370.45833,1.02772,44370.45833,0.968537,44370.45833,9.15159
44370.50000,0,44370.50000,2.46785,44370.50000,0.878812,44370.50000,0.939802,44370.50000,0.992779,44370.50000,161.354,44370.50000,1.05752,44370.50000,0.933855,44370.50000,9.15353
44370.54167,0,44370.54167,2.14766,44370.54167,0.87586,44370.54167,0.936852,44370.54167,0.98983,44370.54167,151.023,44370.54167,0.996977,44370.54167,0.916828,44370.54167,9.1589
44370.58333,0,44370.58333,1.88193,44370.58333,0.872856,44370.58333,0.933848,44370.58333,0.986829,44370.58333,129.622,44370.58333,1.01342,44370.58333,0.90076,44370.58333,9.16757
44370.62500,0,44370.62500,1.65944,44370.62500,0.869827,44370.62500,0.93082,44370.62500,0.983803,44370.62500,111.032,44370.62500,0.929954,44370.62500,0.882271,44370.62500,9.17938
44370.66667,0,44370.66667,1.47162,44370.66667,0.866821,44370.66667,0.927814,44370.66667,0.980798,44370.66667,98.2497,44370.66667,0.969782,44370.66667,0.832779,44370.66667,9.19413
44370.70833,0,44370.70833,1.31189,44370.70833,0.863898,44370.70833,0.924892,44370.70833,0.977878,44370.70833,97.6888,44370.70833,0.90743,44370.70833,0.887581,44370.70833,9.21157
44370.75000,0,44370.75000,1.17512,44370.75000,0.861183,44370.75000,0.922178,44370.75000,0.975165,44370.75000,88.1411,44370.75000,0.908452,44370.75000,0.954714,44370.75000,9.23139
44370.79167,0,44370.79167,1.05726,44370.79167,0.858803,44370.79167,0.919798,44370.79167,0.972786,44370.79167,87.1827,44370.79167,0.882407,44370.79167,1.05597,44370.79167,9.25322
44370.83333,0,44370.83333,0.955098,44370.83333,0.856797,44370.83333,0.917793,44370.83333,0.970782,44370.83333,81.59,44370.83333,0.810499,44370.83333,1.0478,44370.83333,9.2767
44370.87500,0,44370.87500,0.866088,44370.87500,0.855087,44370.87500,0.916083,44370.87500,0.969073,44370.87500,75.0823,44370.87500,0.799347,44370.87500,1.03717,44370.87500,9.30149
44370.91667,0,44370.91667,0.795974,44370.91667,0.853714,44370.91667,0.91471,44370.91667,0.967701,44370.91667,65.6548,44370.91667,0.901096,44370.91667,1.06554,44370.91667,9.32421
44370.95833,0,44370.95833,0.755345,44370.95833,0.85291,44370.95833,0.913907,44370.95833,0.966897,44370.95833,68.1557,44370.95833,0.931552,44370.95833,1.02907,44370.95833,9.33873
44371.00000,0,44371.00000,0.701464,44371.00000,0.851924,44371.00000,0.91292,44371.00000,0.965912,44371.00000,65.4668,44371.00000,0.84641,44371.00000,1.07066,44371.00000,9.36021
44371.00000,0,44371.00000,0.66579,44371.00000,0.851291,44371.00000,0.912287,44371.00000,0.965279,44371.00000,63.4899,44371.00000,0.845781,44371.00000,1.06996,44371.00000,9.3762
44371.04167,0,44371.04167,0.609671,44371.04167,0.850336,44371.04167,0.911333,44371.04167,0.964325,44371.04167,61.3858,44371.04167,0.837468,44371.04167,1.02519,44371.04167,9.40475
44371.08333,0,44371.08333,0.546531,44371.08333,0.849204,44371.08333,0.910201,44371.08333,0.963194,44371.08333,51.0575,44371.08333,0.823177,44371.08333,1.0053,44371.08333,9.44329
44371.12500,0,44371.12500,0.500715,44371.12500,0.848313,44371.12500,0.90931,44371.12500,0.962303,44371.12500,48.243,44371.12500,0.832778,44371.12500,0.979841,44371.12500,9.47588
44371.16667,0,44371.16667,0.463753,44371.16667,0.847538,44371.16667,0.908535,44371.16667,0.961528,44371.16667,44.0473,44371.16667,0.835058,44371.16667,0.81641,44371.16667,9.50588
44371.20833,0,44371.20833,0.430467,44371.20833,0.84679,44371.20833,0.907788,44371.20833,0.960781,44371.20833,46.0184,44371.20833,0.849625,44371.20833,0.819125,44371.20833,9.53631
44371.25000,0,44371.25000,0.400401,44371.25000,0.846069,44371.25000,0.907066,44371.25000,0.96006,44371.25000,42.27,44371.25000,0.849235,44371.25000,0.841083,44371.25000,9.56716
44371.29167,0,44371.29167,0.37317,44371.29167,0.845372,44371.29167,0.906369,44371.29167,0.959363,44371.29167,42.1551,44371.29167,0.879312,44371.29167,0.85198,44371.29167,9.59841
44371.33333,0,44371.33333,0.34844,44371.33333,0.844698,44371.33333,0.905696,44371.33333,0.95869,44371.33333,39.8031,44371.33333,0.800422,44371.33333,0.851282,44371.33333,9.63002
44371.37500,0,44371.37500,0.325926,44371.37500,0.844046,44371.37500,0.905044,44371.37500,0.958038,44371.37500,39.4592,44371.37500,0.772038,44371.37500,0.851325,44371.37500,9.66199
44371.41667,0,44371.41667,0.305381,44371.41667,0.84339,44371.41667,0.904388,44371.41667,0.957382,44371.41667,38.4201,44371.41667,0.740209,44371.41667,0.764332,44371.41667,9.69431
44371.45833,0,44371.45833,0.28659,44371.45833,0.842645,44371.45833,0.903643,44371.45833,0.956638,44371.45833,37.7407,44371.45833,0.747548,44371.45833,0.796433,44371.45833,9.727
44371.50000,0,44371.50000,0.269366,44371.50000,0.841713,44371.50000,0.902711,44371.50000,0.955706,44371.50000,38.0132,44371.50000,0.737608,44371.50000,0.789744,44371.50000,9.76015
44371.54167,0,44371.54167,0.253546,44371.54167,0.84055,44371.54167,0.901549,44371.54167,0.954544,44371.54167,35.3764,44371.54167,0.784081,44371.54167,0.836302,44371.54167,9.79384
44371.58333,0,44371.58333,0.238987,44371.58333,0.839167,44371.58333,0.900166,44371.58333,0.953161,44371.58333,33.3868,44371.58333,0.8301,44371.58333,0.783508,44371.58333,9.82814
44371.62500,0,44371.62500,0.225563,44371.62500,0.837669,44371.62500,0.898667,44371.62500,0.951663,44371.62500,29.2224,44371.62500,0.813722,44371.62500,0.832209,44371.62500,9.86309
44371.66667,0,44371.66667,0.213164,44371.66667,0.836133,44371.66667,0.897132,44371.66667,0.950128,44371.66667,23.9906,44371.66667,0.823143,44371.66667,0.869249,44371.66667,9.89866
44371.70833,0,44371.70833,0.201692,44371.70833,0.834523,44371.70833,0.895522,44371.70833,0.948519,44371.70833,21.2928,44371.70833,0.808723,44371.70833,0.899193,44371.70833,9.93484
44371.75000,0,44371.75000,0.191061,44371.75000,0.83289,44371.75000,0.893889,44371.75000,0.946886,44371.75000,19.7399,44371.75000,0.823235,44371.75000,0.98909,44371.75000,9.97161
44371.79167,0,44371.79167,0.181192,44371.79167,0.831336,44371.79167,0.892335,44371.79167,0.945332,44371.79167,17.4301,44371.79167,0.76054,44371.79167,1.04255,44371.79167,10.0089
44371.83333,0,44371.83333,0.172017,44371.83333,0.829914,44371.83333,0.890913,44371.83333,0.943911,44371.83333,16.3908,44371.83333,0.714586,44371.83333,1.0618,44371.83333,10.0466
44371.87500,0,44371.87500,0.163475,44371.87500,0.828697,44371.87500,0.889696,44371.87500,0.942694,44371.87500,15.3397,44371.87500,0.642648,44371.87500,1.056,44371.87500,10.0848
44371.91667,0,44371.91667,0.156372,44371.91667,0.827836,44371.91667,0.888836,44371.91667,0.941834,44371.91667,13.8689,44371.91667,0.682948,44371.91667,1.04181,44371.91667,10.1187
44371.95833,0,44371.95833,0.152107,44371.95833,0.827423,44371.95833,0.888422,44371.95833,0.94142,44371.95833,12.9866,44371.95833,0.662458,44371.95833,0.986544,44371.95833,10.1399
44372.00000,0,44372.00000,0.146224,44372.00000,0.827022,44372.00000,0.888021,44372.00000,0.941019,44372.00000,13.7459,44372.00000,0.676563,44372.00000,1.04134,44372.00000,10.1707
44372.00000,0,44372.00000,0.142392,44372.00000,0.826798,44372.00000,0.887797,44372.00000,0.940796,44372.00000,13.4636,44372.00000,0.67638,44372.00000,1.04109,44372.00000,10.193
44372.04167,0,44372.04167,0.135658,44372.04167,0.826527,44372.04167,0.887526,44372.04167,0.940524,44372.04167,12.7306,44372.04167,0.710116,44372.04167,1.10366,44372.04167,10.2324
44372.08333,0,44372.08333,0.127544,44372.08333,0.826236,44372.08333,0.887236,44372.08333,0.940234,44372.08333,11.4896,44372.08333,0.760038,44372.08333,1.15512,44372.08333,10.2842
44372.12500,0,44372.12500,0.12131,44372.12500,0.826005,44372.12500,0.887004,44372.12500,0.940002,44372.12500,11.2372,44372.12500,0.74078,44372.12500,1.11506,44372.12500,10.3272
44372.16667,0,44372.16667,0.116031,44372.16667,0.825798,44372.16667,0.886798,44372.16667,0.939796,44372.16667,10.4384,44372.16667,0.829539,44372.16667,1.09884,44372.16667,10.3662
44372.20833,0,44372.20833,0.111066,44372.20833,0.825595,44372.20833,0.886595,44372.20833,0.939593,44372.20833,10.1397,44372.20833,0.795546,44372.20833,1.1365,44372.20833,10.4053
44372.25000,0,44372.25000,0.106392,44372.25000,0.825396,44372.25000,0.886395,44372.25000,0.939393,44372.25000,10.3181,44372.25000,0.768798,44372.25000,1.13411,44372.25000,10.4444
44372.29167,0,44372.29167,0.101987,44372.29167,0.825199,44372.29167,0.886198,44372.29167,0.939197,44372.29167,9.45834,44372.29167,0.739527,44372.29167,1.09831,44372.29167,10.4835
44372.33333,0,44372.33333,0.0978319,44372.33333,0.825005,44372.33333,0.886004,44372.33333,0.939003,44372.33333,10.5009,44372.33333,0.746177,44372.33333,1.02127,44372.33333,10.5227
44372.37500,0,44372.37500,0.0939086,44372.37500,0.824813,44372.37500,0.885813,44372.37500,0.938811,44372.37500,10.0952,44372.37500,0.758544,44372.37500,0.938533,44372.37500,10.562
44372.41667,0,44372.41667,0.0902009,44372.41667,0.824598,44372.41667,0.885598,44372.41667,0.938596,44372.41667,9.37443,44372.41667,0.786072,44372.41667,0.949032,44372.41667,10.6013
44372.45833,0,44372.45833,0.0866943,44372.45833,0.824274,44372.45833,0.885274,44372.45833,0.938272,44372.45833,8.31508,44372.45833,0.778943,44372.45833,1.00085,44372.45833,10.6406
44372.50000,0,44372.50000,0.0833749,44372.50000,0.823746,44372.50000,0.884745,44372.50000,0.937744,44372.50000,7.79965,44372.50000,0.764634,44372.50000,0.980749,44372.50000,10.68
44372.54167,0,44372.54167,0.0802295,44372.54167,0.822998,44372.54167,0.883998,44372.54167,0.936996,44372.54167,7.60655,44372.54167,0.810677,44372.54167,0.973044,44372.54167,10.7196
44372.58333,0,44372.58333,0.0772466,44372.58333,0.82207,44372.58333,0.88307,44372.58333,0.936069,44372.58333,6.61429,44372.58333,0.834296,44372.58333,0.946721,44372.58333,10.7594
44372.62500,0,44372.62500,0.0744159,44372.62500,0.820956,44372.62500,0.881956,44372.62500,0.934955,44372.62500,5.69461,44372.62500,0.820559,44372.62500,0.913899,44372.62500,10.7993
44372.66667,0,44372.66667,0.0717275,44372.66667,0.819658,44372.66667,0.880657,44372.66667,0.933657,44372.66667,5.4286,44372.66667,0.864817,44372.66667,0.918221,44372.66667,10.8394
44372.70833,0,44372.70833,0.0691726,44372.70833,0.818253,44372.70833,0.879253,44372.70833,0.932252,44372.70833,4.68503,44372.70833,0.908232,44372.70833,0.930908,44372.70833,10.8797
44372.75000,0,44372.75000,0.0667427,44372.75000,0.816843,44372.75000,0.877843,44372.75000,0.930843,44372.75000,4.08021,44372.75000,0.922093,44372.75000,0.997772,44372.75000,10.9203
44372.79167,0,44372.79167,0.06443,44372.79167,0.815576,44372.79167,0.876576,44372.79167,0.929575,44372.79167,3.56721,44372.79167,0.873717,44372.79167,0.96804,44372.79167,10.961
44372.83333,0,44372.83333,0.0622274,44372.83333,0.814526,44372.83333,0.875525,44372.83333,0.928525,44372.83333,2.82819,44372.83333,0.896752,44372.83333,0.952488,44372.83333,11.0018
44372.87500,0,44372.87500,0.0601284,44372.87500,0.813633,44372.87500,0.874632,44372.87500,0.927632,44372.87500,2.23218,44372.87500,0.926328,44372.87500,0.899742,44372.87500,11.0428
44372.91667,0,44372.91667,0.058349,44372.91667,0.812981,44372.91667,0.873981,44372.91667,0.926981,44372.91667,1.90045,44372.91667,0.923944,44372.91667,0.845667,44372.91667,11.079
44372.95833,0,44372.95833,0.057267,44372.95833,0.812681,44372.95833,0.87368,44372.95833,0.92668,44372.95833,1.77021,44372.95833,0.953192,44372.95833,0.838725,44372.95833,11.1017
44373.00000,0,44373.00000,0.0557524,44373.00000,0.812425,44373.00000,0.873425,44373.00000,0.926425,44373.00000,1.64276,44373.00000,0.942222,44373.00000,0.91231,44373.00000,11.1344
44373.00000,0,44373.00000,0.0548748,44373.00000,0.812299,44373.00000,0.873299,44373.00000,0.926298,44373.00000,1.60123,44373.00000,0.942075,44373.00000,0.912186,44373.00000,11.1583
44373.04167,0,44373.04167,0.0530761,44373.04167,0.812183,44373.04167,0.873183,44373.04167,0.926183,44373.04167,1.74022,44373.04167,0.890478,44373.04167,0.950852,44373.04167,11.2001
44373.08333,0,44373.08333,0.0508492,44373.08333,0.812088,44373.08333,0.873087,44373.08333,0.926087,44373.08333,1.71846,44373.08333,0.877038,44373.08333,0.969447,44373.08333,11.2551
44373.12500,0,44373.12500,0.0490992,44373.12500,0.812013,44373.12500,0.873013,44373.12500,0.926013,44373.12500,1.72131,44373.12500,0.80458,44373.12500,0.976249,44373.12500,11.3006
44373.16667,0,44373.16667,0.0475874,44373.16667,0.811946,44373.16667,0.872946,44373.16667,0.925946,44373.16667,1.61688,44373.16667,0.877885,44373.16667,1.00447,44373.16667,11.3419
44373.20833,0,44373.20833,0.0461397,44373.20833,0.81188,44373.20833,0.872879,44373.20833,0.925879,44373.20833,1.53639,44373.20833,0.875958,44373.20833,1.01373,44373.20833,11.3831
44373.25000,0,44373.25000,0.0447526,44373.25000,0.811813,44373.25000,0.872813,44373.25000,0.925813,44373.25000,1.35081,44373.25000,0.846228,44373.25000,0.96078,44373.25000,11.4244
44373.29167,0,44373.29167,0.043423,44373.29167,0.811748,44373.29167,0.872747,44373.29167,0.925747,44373.29167,1.359,44373.29167,0.848286,44373.29167,0.94708,44373.29167,11.4656
44373.33333,0,44373.33333,0.0421479,44373.33333,0.811682,44373.33333,0.872682,44373.33333,0.925682,44373.33333,1.35866,44373.33333,0.894526,44373.33333,0.960808,44373.33333,11.5069
44373.37500,0.0199089,44373.37500,0.0505474,44373.37500,0.811648,44373.37500,0.872648,44373.37500,0.925647,44373.37500,1.35387,44373.37500,0.90757,44373.37500,0.982125,44373.37500,11.5287
44373.41667,2.4,44373.41667,8.04198,44373.41667,0.811682,44373.41667,0.872682,44373.41667,0.925681,44373.41667,1.3415,44373.41667,0.899697,44373.41667,0.951992,44373.41667,11.5566
44373.45833,7.2,44373.45833,105.104,44373.45833,0.812722,44373.45833,0.873714,44373.45833,0.926711,44373.45833,1.5968,44373.45833,0.889016,44373.45833,0.918293,44373.45833,11.5919
44373.50000,6,44373.50000,226.597,44373.50000,0.815972,44373.50000,0.876954,44373.50000,0.929948,44373.50000,2.9641,44373.50000,0.847266,44373.50000,0.821224,44373.50000,11.6238
44373.54167,2.4,44373.54167,165.189,44373.54167,0.818784,44373.54167,0.879772,44373.54167,0.932767,44373.54167,4.24345,44373.54167,0.780489,44373.54167,0.868415,44373.54167,11.6601
44373.58333,1.2,44373.58333,120.766,44373.58333,0.820591,44373.58333,0.881581,44373.58333,0.934577,44373.58333,5.81262,44373.58333,0.739001,44373.58333,0.840426,44373.58333,11.6976
44373.62500,1.2,44373.62500,80.5783,44373.62500,0.821293,44373.62500,0.882287,44373.62500,0.935284,44373.62500,6.11886,44373.62500,0.792227,44373.62500,0.922966,44373.62500,11.7364
44373.66667,3.6,44373.66667,105.306,44373.66667,0.822039,44373.66667,0.883031,44373.66667,0.936027,44373.66667,6.37623,44373.66667,0.754601,44373.66667,0.962344,44373.66667,11.7726
44373.70833,4.8,44373.70833,159.131,44373.70833,0.823537,44373.70833,0.884524,44373.70833,0.937519,44373.70833,7.91077,44373.70833,0.786832,44373.70833,1.00222,44373.70833,11.8063
44373.75000,4.8,44373.75000,193.394,44373.75000,0.826138,44373.75000,0.887123,44373.75000,0.940116,44373.75000,9.54752,44373.75000,0.761225,44373.75000,0.937619,44373.75000,11.8504
44373.79167,3.6,44373.79167,185.696,44373.79167,0.827289,44373.79167,0.888275,44373.79167,0.941268,44373.79167,11.2367,44373.79167,0.773951,44373.79167,0.871219,44373.79167,11.8709
44373.83333,1.2,44373.83333,130.923,44373.83333,0.828532,44373.83333,0.889522,44373.83333,0.942517,44373.83333,12.2945,44373.83333,0.827994,44373.83333,0.805153,44373.83333,11.9049
44373.87500,1.2,44373.87500,85.0143,44373.87500,0.828996,44373.87500,0.889989,44373.87500,0.942985,44373.87500,14.1324,44373.87500,0.779936,44373.87500,0.81832,44373.87500,11.9406
44373.91667,1.2,44373.91667,80.458,44373.91667,0.829533,44373.91667,0.890526,44373.91667,0.943522,44373.91667,14.8766,44373.91667,0.785644,44373.91667,0.885451,44373.91667,11.9751
44373.95833,0,44373.95833,45.1815,44373.95833,0.829747,44373.95833,0.890742,44373.95833,0.943739,44373.95833,15.5673,44373.95833,0.769779,44373.95833,0.900253,44373.95833,12.0183
44374.00000,0,44374.00000,31.8926,44374.00000,0.829795,44374.00000,0.890792,44374.00000,0.943789,44374.00000,16.3494,44374.00000,0.801947,44374.00000,0.880335,44374.00000,12.0473
44374.00000,0,44374.00000,25.4813,44374.00000,0.829789,44374.00000,0.890786,44374.00000,0.943784,44374.00000,16.3425,44374.00000,0.801941,44374.00000,0.880331,44374.00000,12.0683
44374.04167,0,44374.04167,18.2241,44374.04167,0.829769,44374.04167,0.890766,44374.04167,0.943764,44374.04167,15.2862,44374.04167,0.774706,44374.04167,0.830427,44374.04167,12.1052
44374.08333,0,44374.08333,12.6515,44374.08333,0.829666,44374.08333,0.890665,44374.08333,0.943662,44374.08333,14.2904,44374.08333,0.778421,44374.08333,0.830592,44374.08333,12.154
44374.12500,0,44374.12500,9.62305,44374.12500,0.82953,44374.12500,0.890528,44374.12500,0.943526,44374.12500,14.5905,44374.12500,0.771131,44374.12500,0.805276,44374.12500,12.1944
44374.16667,0,44374.16667,7.67907,44374.16667,0.829378,44374.16667,0.890376,44374.16667,0.943374,44374.16667,13.9252,44374.16667,0.830437,44374.16667,0.827613,44374.16667,12.2312
44374.20833,0,44374.20833,6.23306,44374.20833,0.829206,44374.20833,0.890205,44374.20833,0.943203,44374.20833,13.6141,44374.20833,0.918823,44374.20833,0.831665,44374.20833,12.268
44374.25000,0,44374.25000,5.13444,44374.25000,0.829022,44374.25000,0.890021,44374.25000,0.943019,44374.25000,13.9187,44374.25000,0.963075,44374.25000,0.83904,44374.25000,12.3049
44374.29167,0,44374.29167,4.28424,44374.29167,0.828828,44374.29167,0.889827,44374.29167,0.942825,44374.29167,13.8646,44374.29167,0.964773,44374.29167,0.844753,44374.29167,12.342
44374.33333,0,44374.33333,3.61554,44374.33333,0.828628,44374.33333,0.889627,44374.33333,0.942625,44374.33333,14.6162,44374.33333,0.941317,44374.33333,0.887105,44374.33333,12.3791
44374.37500,0,44374.37500,3.08199,44374.37500,0.828423,44374.37500,0.889422,44374.37500,0.942419,44374.37500,15.4296,44374.37500,0.928163,44374.37500,0.849483,44374.37500,12.4163
44374.41667,0,44374.41667,2.65079,44374.41667,0.828196,44374.41667,0.889195,44374.41667,0.942193,44374.41667,14.7358,44374.41667,0.946063,44374.41667,0.813285,44374.41667,12.4537
44374.45833,0,44374.45833,2.29833,44374.45833,0.827883,44374.45833,0.888882,44374.45833,0.94188,44374.45833,14.3073,44374.45833,0.973293,44374.45833,0.810326,44374.45833,12.4912
44374.50000,0,44374.50000,2.00725,44374.50000,0.827448,44374.50000,0.888447,44374.50000,0.941445,44374.50000,14.3039,44374.50000,0.983761,44374.50000,0.794176,44374.50000,12.5288
44374.54167,0,44374.54167,1.76456,44374.54167,0.826889,44374.54167,0.887888,44374.54167,0.940886,44374.54167,13.5587,44374.54167,0.870643,44374.54167,0.745471,44374.54167,12.5667
44374.58333,0,44374.58333,1.5605,44374.58333,0.826178,44374.58333,0.887177,44374.58333,0.940175,44374.58333,13.9227,44374.58333,0.794367,44374.58333,0.734478,44374.58333,12.6048
44374.62500,0,44374.62500,1.38757,44374.62500,0.825304,44374.62500,0.886303,44374.62500,0.939302,44374.62500,12.8089,44374.62500,0.857059,44374.62500,0.790208,44374.62500,12.6431
44374.66667,0,44374.66667,1.23997,44374.66667,0.824206,44374.66667,0.885206,44374.66667,0.938204,44374.66667,10.4637,44374.66667,0.890622,44374.66667,0.813043,44374.66667,12.6818
44374.70833,0,44374.70833,1.11318,44374.70833,0.822896,44374.70833,0.883895,44374.70833,0.936894,44374.70833,9.07706,44374.70833,0.837569,44374.70833,0.803059,44374.70833,12.7209
44374.75000,0,44374.75000,1.00362,44374.75000,0.821539,44374.75000,0.882538,44374.75000,0.935537,44374.75000,8.35007,44374.75000,0.790263,44374.75000,0.840436,44374.75000,12.7602
44374.79167,0,44374.79167,0.908406,44374.79167,0.820279,44374.79167,0.881279,44374.79167,0.934278,44374.79167,6.77207,44374.79167,0.846315,44374.79167,0.872393,44374.79167,12.7999
44374.83333,0,44374.83333,0.825234,44374.83333,0.819174,44374.83333,0.880174,44374.83333,0.933173,44374.83333,6.26496,44374.83333,0.85701,44374.83333,0.765815,44374.83333,12.8399
44374.87500,0,44374.87500,0.752232,44374.87500,0.818254,44374.87500,0.879253,44374.87500,0.932253,44374.87500,5.50328,44374.87500,0.83337,44374.87500,0.796425,44374.87500,12.88
