t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
44205.29167,0,44205.29167,0.0437646,44205.29167,0.8152,44205.29167,0.8762,44205.29167,0.9292,44205.29167,3.07758,44205.29167,0.885946,44205.29167,1.02241,44205.29167,10.1668
44205.33333,0,44205.33333,0.0424755,44205.33333,0.815054,44205.33333,0.876054,44205.33333,0.929053,44205.33333,3.09171,44205.33333,0.883442,44205.33333,0.93887,44205.33333,10.208
44205.37500,0,44205.37500,0.0412387,44205.37500,0.814908,44205.37500,0.875908,44205.37500,0.928908,44205.37500,2.911,44205.37500,0.826639,44205.37500,0.984475,44205.37500,10.2492
44205.41667,0,44205.41667,0.0400516,44205.41667,0.814764,44205.41667,0.875764,44205.41667,0.928763,44205.41667,3.1107,44205.41667,0.796402,44205.41667,1.03031,44205.41667,10.2904
44205.45833,0,44205.45833,0.0389116,44205.45833,0.814621,44205.45833,0.87562,44205.45833,0.92862,44205.45833,3.41894,44205.45833,0.727149,44205.45833,0.956355,44205.45833,10.3316
44205.50000,0,44205.50000,0.0378163,44205.50000,0.814474,44205.50000,0.875474,44205.50000,0.928474,44205.50000,3.29655,44205.50000,0.712512,44205.50000,0.984672,44205.50000,10.3728
44205.54167,0,44205.54167,0.0367635,44205.54167,0.814282,44205.54167,0.875282,44205.54167,0.928281,44205.54167,3.08234,44205.54167,0.774474,44205.54167,0.988182,44205.54167,10.414
44205.58333,0,44205.58333,0.0357511,44205.58333,0.81395,44205.58333,0.87495,44205.58333,0.927949,44205.58333,2.77115,44205.58333,0.848685,44205.58333,1.00828,44205.58333,10.4552
44205.62500,0,44205.62500,0.0347772,44205.62500,0.813421,44205.62500,0.874421,44205.62500,0.92742,44205.62500,2.48233,44205.62500,0.877016,44205.62500,0.921255,44205.62500,10.4965
44205.66667,0,44205.66667,0.0338399,44205.66667,0.812718,44205.66667,0.873718,44205.66667,0.926718,44205.66667,2.2813,44205.66667,0.947724,44205.66667,0.817698,44205.66667,10.5377
44205.70833,0,44205.70833,0.0329374,44205.70833,0.811911,44205.70833,0.872911,44205.70833,0.925911,44205.70833,1.95805,44205.70833,0.872882,44205.70833,0.79566,44205.70833,10.5791
44205.75000,0,44205.75000,0.0320682,44205.75000,0.811081,44205.75000,0.872081,44205.75000,0.925081,44205.75000,1.44372,44205.75000,0.900295,44205.75000,0.776726,44205.75000,10.6204
44205.79167,0,44205.79167,0.0312306,44205.79167,0.810317,44205.79167,0.871317,44205.79167,0.924316,44205.79167,1.09353,44205.79167,1.00151,44205.79167,0.795831,44205.79167,10.6618
44205.83333,0,44205.83333,0.0304232,44205.83333,0.809696,44205.83333,0.870696,44205.83333,0.923696,44205.83333,0.89495,44205.83333,1.07743,44205.83333,0.847584,44205.83333,10.7033
44205.87500,0,44205.87500,0.0296447,44205.87500,0.809275,44205.87500,0.870275,44205.87500,0.923275,44205.87500,0.775419,44205.87500,0.946893,44205.87500,0.792508,44205.87500,10.7447
44205.91667,0,44205.91667,0.0289781,44205.91667,0.809058,44205.91667,0.870058,44205.91667,0.923058,44205.91667,0.80006,44205.91667,0.961945,44205.91667,0.808427,44205.91667,10.7813
44205.95833,0,44205.95833,0.0285701,44205.95833,0.808979,44205.95833,0.869979,44205.95833,0.922979,44205.95833,0.761653,44205.95833,1.03294,44205.95833,0.814294,44205.95833,10.8042
44206.00000,0,44206.00000,0.0279948,44206.00000,0.808887,44206.00000,0.869887,44206.00000,0.922887,44206.00000,0.740776,44206.00000,0.952859,44206.00000,0.869873,44206.00000,10.8372
44206.00000,0,44206.00000,0.0276794,44206.00000,0.808821,44206.00000,0.869821,44206.00000,0.922821,44206.00000,0.727133,44206.00000,0.952782,44206.00000,0.869811,44206.00000,10.8613
44206.04167,0,44206.04167,0.026984,44206.04167,0.808706,44206.04167,0.869706,44206.04167,0.922706,44206.04167,0.664182,44206.04167,0.912015,44206.04167,0.896648,44206.04167,10.9034
44206.08333,0,44206.08333,0.0261108,44206.08333,0.808555,44206.08333,0.869555,44206.08333,0.922555,44206.08333,0.702375,44206.08333,0.882155,44206.08333,0.9638,44206.08333,10.9587
44206.12500,0,44206.12500,0.0254161,44206.12500,0.80843,44206.12500,0.86943,44206.12500,0.92243,44206.12500,0.629058,44206.12500,0.850804,44206.12500,1.11525,44206.12500,11.0046
44206.16667,0,44206.16667,0.0248096,44206.16667,0.808318,44206.16667,0.869318,44206.16667,0.922318,44206.16667,0.602536,44206.16667,0.852159,44206.16667,1.12416,44206.16667,11.0461
44206.20833,0,44206.20833,0.0242231,44206.20833,0.808206,44206.20833,0.869206,44206.20833,0.922206,44206.20833,0.523565,44206.20833,0.888502,44206.20833,1.08271,44206.20833,11.0876
44206.25000,0,44206.25000,0.0236557,44206.25000,0.808095,44206.25000,0.869095,44206.25000,0.922095,44206.25000,0.517079,44206.25000,0.880383,44206.25000,1.00956,44206.25000,11.1291
44206.29167,0,44206.29167,0.0231067,44206.29167,0.807985,44206.29167,0.868984,44206.29167,0.921984,44206.29167,0.546554,44206.29167,0.794945,44206.29167,0.971992,44206.29167,11.1706
44206.33333,0,44206.33333,0.0225754,44206.33333,0.807874,44206.33333,0.868874,44206.33333,0.921874,44206.33333,0.503664,44206.33333,0.844126,44206.33333,0.977518,44206.33333,11.2121
44206.37500,0,44206.37500,0.0220609,44206.37500,0.807765,44206.37500,0.868765,44206.37500,0.921765,44206.37500,0.45153,44206.37500,0.880187,44206.37500,0.942738,44206.37500,11.2537
44206.41667,0,44206.41667,0.0215626,44206.41667,0.807655,44206.41667,0.868655,44206.41667,0.921655,44206.41667,0.440512,44206.41667,0.92295,44206.41667,0.982505,44206.41667,11.2952
44206.45833,0,44206.45833,0.0210799,44206.45833,0.807546,44206.45833,0.868546,44206.45833,0.921546,44206.45833,0.42413,44206.45833,0.904216,44206.45833,1.03968,44206.45833,11.3367
44206.50000,0,44206.50000,0.0206122,44206.50000,0.807433,44206.50000,0.868433,44206.50000,0.921433,44206.50000,0.403964,44206.50000,0.951547,44206.50000,1.00856,44206.50000,11.3783
44206.54167,0,44206.54167,0.0201588,44206.54167,0.807268,44206.54167,0.868268,44206.54167,0.921268,44206.54167,0.377114,44206.54167,0.939563,44206.54167,0.943362,44206.54167,11.4198
44206.58333,0,44206.58333,0.0197192,44206.58333,0.806956,44206.58333,0.867956,44206.58333,0.920956,44206.58333,0.377238,44206.58333,0.827369,44206.58333,0.873196,44206.58333,11.4613
44206.62500,0,44206.62500,0.0192928,44206.62500,0.806445,44206.62500,0.867445,44206.62500,0.920445,44206.62500,0.303253,44206.62500,0.775299,44206.62500,0.853562,44206.62500,11.5029
44206.66667,0,44206.66667,0.0188792,44206.66667,0.805763,44206.66667,0.866763,44206.66667,0.919763,44206.66667,0.237714,44206.66667,0.707796,44206.66667,0.83982,44206.66667,11.5444
44206.70833,0,44206.70833,0.0184779,44206.70833,0.804979,44206.70833,0.865979,44206.70833,0.918979,44206.70833,0.160878,44206.70833,0.788471,44206.70833,0.846214,44206.70833,11.5859
44206.75000,0,44206.75000,0.0180884,44206.75000,0.804175,44206.75000,0.865175,44206.75000,0.918175,44206.75000,0.115991,44206.75000,0.80738,44206.75000,0.837979,44206.75000,11.6274
44206.79167,0,44206.79167,0.0177103,44206.79167,0.803435,44206.79167,0.864435,44206.79167,0.917435,44206.79167,0.0756376,44206.79167,0.822232,44206.79167,0.8567,44206.79167,11.6689
44206.83333,0,44206.83333,0.0173431,44206.83333,0.802837,44206.83333,0.863837,44206.83333,0.916837,44206.83333,0.0459374,44206.83333,0.907403,44206.83333,0.751942,44206.83333,11.7104
44206.87500,0,44206.87500,0.0169864,44206.87500,0.802437,44206.87500,0.863437,44206.87500,0.916437,44206.87500,0.0281006,44206.87500,0.833577,44206.87500,0.752868,44206.87500,11.752
44206.91667,0,44206.91667,0.0166792,44206.91667,0.802234,44206.91667,0.863234,44206.91667,0.916234,44206.91667,0.0227734,44206.91667,0.887408,44206.91667,0.768517,44206.91667,11.7887
44206.95833,0,44206.95833,0.0164904,44206.95833,0.802161,44206.95833,0.863161,44206.95833,0.916161,44206.95833,0.0214407,44206.95833,0.791458,44206.95833,0.790168,44206.95833,11.8117
44207.00000,0,44207.00000,0.016223,44207.00000,0.80208,44207.00000,0.86308,44207.00000,0.91608,44207.00000,0.0194388,44207.00000,0.819113,44207.00000,0.770378,44207.00000,11.8448
44207.00000,0,44207.00000,0.0159261,44207.00000,0.802022,44207.00000,0.863022,44207.00000,0.916022,44207.00000,0.018108,44207.00000,0.819053,44207.00000,0.770329,44207.00000,11.8689
44207.04167,0,44207.04167,0.0156038,44207.04167,0.80192,44207.04167,0.86292,44207.04167,0.91592,44207.04167,0.0149586,44207.04167,0.765803,44207.04167,0.812643,44207.04167,11.9111
44207.08333,0,44207.08333,0.0151953,44207.08333,0.801787,44207.08333,0.862787,44207.08333,0.915787,44207.08333,0.0120389,44207.08333,0.71146,44207.08333,0.861888,44207.08333,11.9666
44207.12500,0,44207.12500,0.0148678,44207.12500,0.801676,44207.12500,0.862676,44207.12500,0.915676,44207.12500,0.009535,44207.12500,0.767169,44207.12500,0.911576,44207.12500,12.0125
44207.16667,0,44207.16667,0.0145799,44207.16667,0.801576,44207.16667,0.862576,44207.16667,0.915576,44207.16667,0.00798135,44207.16667,0.811237,44207.16667,0.909856,44207.16667,12.0542
44207.20833,0,44207.20833,0.0142998,44207.20833,0.801476,44207.20833,0.862476,44207.20833,0.915476,44207.20833,0.00797719,44207.20833,0.855224,44207.20833,0.939975,44207.20833,12.0958
44207.25000,0,44207.25000,0.014027,44207.25000,0.801376,44207.25000,0.862376,44207.25000,0.915376,44207.25000,0.00673212,44207.25000,0.855886,44207.25000,0.945082,44207.25000,12.1374
44207.29167,0,44207.29167,0.0137615,44207.29167,0.801276,44207.29167,0.862276,44207.29167,0.915276,44207.29167,0.00571308,44207.29167,0.756709,44207.29167,0.902405,44207.29167,12.179
44207.33333,0,44207.33333,0.013503,44207.33333,0.801177,44207.33333,0.862177,44207.33333,0.915177,44207.33333,0.00441657,44207.33333,0.760083,44207.33333,0.856061,44207.33333,12.2207
44207.37500,0,44207.37500,0.0132512,44207.37500,0.801077,44207.37500,0.862077,44207.37500,0.915077,44207.37500,0.00357428,44207.37500,0.708769,44207.37500,0.831124,44207.37500,12.2623
44207.41667,0,44207.41667,0.0130059,44207.41667,0.800977,44207.41667,0.861977,44207.41667,0.914977,44207.41667,0.00286642,44207.41667,0.670039,44207.41667,0.863884,44207.41667,12.3039
44207.45833,0,44207.45833,0.0127669,44207.45833,0.800877,44207.45833,0.861877,44207.45833,0.914877,44207.45833,0.00230999,44207.45833,0.60874,44207.45833,0.87404,44207.45833,12.3455
44207.50000,0,44207.50000,0.0125339,44207.50000,0.800774,44207.50000,0.861774,44207.50000,0.914774,44207.50000,0.00163164,44207.50000,0.593529,44207.50000,0.923467,44207.50000,12.3871
44207.54167,0,44207.54167,0.0123069,44207.54167,0.800647,44207.54167,0.861647,44207.54167,0.914647,44207.54167,0.00106268,44207.54167,0.612622,44207.54167,0.937161,44207.54167,12.4288
44207.58333,0,44207.58333,0.0120856,44207.58333,0.800446,44207.58333,0.861446,44207.58333,0.914446,44207.58333,0.000466714,44207.58333,0.702255,44207.58333,0.884314,44207.58333,12.4704
44207.62500,0,44207.62500,0.0118697,44207.62500,0.800134,44207.62500,0.861134,44207.62500,0.914134,44207.62500,9.51251e-05,44207.62500,0.723638,44207.62500,0.975491,44207.62500,12.512
44207.66667,0,44207.66667,0.0116593,44207.66667,0.799753,44207.66667,0.860753,44207.66667,0.913753,44207.66667,0,44207.66667,0.758658,44207.66667,0.994218,44207.66667,12.5536
44207.70833,0,44207.70833,0.011454,44207.70833,0.799408,44207.70833,0.860408,44207.70833,0.913408,44207.70833,0,44207.70833,0.735688,44207.70833,1.03519,44207.70833,12.5952
44207.75000,0,44207.75000,0.0112537,44207.75000,0.799126,44207.75000,0.860126,44207.75000,0.913126,44207.75000,0,44207.75000,0.728555,44207.75000,0.973476,44207.75000,12.6368
44207.79167,0,44207.79167,0.0110583,44207.79167,0.798846,44207.79167,0.859846,44207.79167,0.912846,44207.79167,0,44207.79167,0.75125,44207.79167,0.959079,44207.79167,12.6784
44207.83333,0,44207.83333,0.0108675,44207.83333,0.79855,44207.83333,0.85955,44207.83333,0.91255,44207.83333,0,44207.83333,0.802172,44207.83333,0.88868,44207.83333,12.7201
44207.87500,0,44207.87500,0.0106814,44207.87500,0.798299,44207.87500,0.859299,44207.87500,0.912299,44207.87500,0,44207.87500,0.789537,44207.87500,0.931038,44207.87500,12.7617
44207.91667,0,44207.91667,0.0105204,44207.91667,0.798145,44207.91667,0.859145,44207.91667,0.912145,44207.91667,0,44207.91667,0.785907,44207.91667,0.942725,44207.91667,12.7984
44207.95833,0,44207.95833,0.0104211,44207.95833,0.798079,44207.95833,0.859079,44207.95833,0.912079,44207.95833,0,44207.95833,0.755954,44207.95833,0.941479,44207.95833,12.8214
44208.00000,0,44208.00000,0.0102802,44208.00000,0.798,44208.00000,0.859,44208.00000,0.912,44208.00000,0,44208.00000,0.683218,44208.00000,1.02613,44208.00000,12.8545
44208.00000,0,44208.00000,0.0100606,44208.00000,0.797943,44208.00000,0.858943,44208.00000,0.911943,44208.00000,0,44208.00000,0.683169,44208.00000,1.02606,44208.00000,12.8786
44208.04167,0,44208.04167,0.00989055,44208.04167,0.797842,44208.04167,0.858842,44208.04167,0.911842,44208.04167,0,44208.04167,0.734306,44208.04167,1.10322,44208.04167,12.9207
44208.08333,0,44208.08333,0.00967377,44208.08333,0.797711,44208.08333,0.858711,44208.08333,0.911711,44208.08333,0,44208.08333,0.772637,44208.08333,1.16233,44208.08333,12.9762
44208.12500,0,44208.12500,0.00949904,44208.12500,0.797602,44208.12500,0.858602,44208.12500,0.911602,44208.12500,0,44208.12500,0.799732,44208.12500,1.2039,44208.12500,13.0222
44208.16667,0,44208.16667,0.00934469,44208.16667,0.797503,44208.16667,0.858503,44208.16667,0.911503,44208.16667,0,44208.16667,0.785496,44208.16667,1.10379,44208.16667,13.0638
44208.20833,0,44208.20833,0.00919382,44208.20833,0.797405,44208.20833,0.858405,44208.20833,0.911405,44208.20833,0,44208.20833,0.773417,44208.20833,1.12566,44208.20833,13.1055
44208.25000,0,44208.25000,0.00904634,44208.25000,0.797306,44208.25000,0.858306,44208.25000,0.911306,44208.25000,0,44208.25000,0.759188,44208.25000,1.15427,44208.25000,13.1471
44208.29167,0,44208.29167,0.00890213,44208.29167,0.797207,44208.29167,0.858207,44208.29167,0.911207,44208.29167,0,44208.29167,0.78534,44208.29167,1.11876,44208.29167,13.1887
44208.33333,0,44208.33333,0.00876112,44208.33333,0.797108,44208.33333,0.858108,44208.33333,0.911108,44208.33333,0,44208.33333,0.723474,44208.33333,1.03536,44208.33333,13.2303
44208.37500,0,44208.37500,0.0086232,44208.37500,0.797009,44208.37500,0.858009,44208.37500,0.911009,44208.37500,0,44208.37500,0.767483,44208.37500,1.0644,44208.37500,13.2719
44208.41667,0,44208.41667,0.0084883,44208.41667,0.79691,44208.41667,0.85791,44208.41667,0.91091,44208.41667,0,44208.41667,0.713742,44208.41667,1.03977,44208.41667,13.3136
44208.45833,0,44208.45833,0.00835633,44208.45833,0.796812,44208.45833,0.857812,44208.45833,0.910812,44208.45833,0,44208.45833,0.722671,44208.45833,0.998981,44208.45833,13.3552
44208.50000,0,44208.50000,0.00822721,44208.50000,0.796709,44208.50000,0.857709,44208.50000,0.910709,44208.50000,0,44208.50000,0.684761,44208.50000,0.951081,44208.50000,13.3968
44208.54167,0,44208.54167,0.00810086,44208.54167,0.796554,44208.54167,0.857554,44208.54167,0.910554,44208.54167,0,44208.54167,0.690105,44208.54167,0.978093,44208.54167,13.4384
44208.58333,0,44208.58333,0.0079772,44208.58333,0.796254,44208.58333,0.857254,44208.58333,0.910254,44208.58333,0,44208.58333,0.68699,44208.58333,0.965686,44208.58333,13.48
44208.62500,0,44208.62500,0.00785616,44208.62500,0.79576,44208.62500,0.85676,44208.62500,0.90976,44208.62500,0,44208.62500,0.689899,44208.62500,0.899018,44208.62500,13.5216
44208.66667,0,44208.66667,0.00773767,44208.66667,0.795096,44208.66667,0.856096,44208.66667,0.909096,44208.66667,0,44208.66667,0.668188,44208.66667,0.960942,44208.66667,13.5631
44208.70833,0,44208.70833,0.00762166,44208.70833,0.794324,44208.70833,0.855324,44208.70833,0.908324,44208.70833,0,44208.70833,0.765796,44208.70833,1.06874,44208.70833,13.6047
44208.75000,0,44208.75000,0.00750807,44208.75000,0.793526,44208.75000,0.854526,44208.75000,0.907526,44208.75000,0,44208.75000,0.797586,44208.75000,1.06719,44208.75000,13.6462
44208.79167,0,44208.79167,0.00739683,44208.79167,0.792787,44208.79167,0.853787,44208.79167,0.906787,44208.79167,0,44208.79167,0.829432,44208.79167,0.977599,44208.79167,13.6878
44208.83333,0,44208.83333,0.00728788,44208.83333,0.792183,44208.83333,0.853183,44208.83333,0.906183,44208.83333,0,44208.83333,0.796642,44208.83333,0.898947,44208.83333,13.7293
44208.87500,0,44208.87500,0.00718115,44208.87500,0.791771,44208.87500,0.852771,44208.87500,0.905771,44208.87500,0,44208.87500,0.792832,44208.87500,0.942271,44208.87500,13.7709
44208.91667,0,44208.91667,0.00708858,44208.91667,0.791562,44208.91667,0.852562,44208.91667,0.905562,44208.91667,0,44208.91667,0.830564,44208.91667,0.906206,44208.91667,13.8076
44208.95833,0,44208.95833,0.00703141,44208.95833,0.791489,44208.95833,0.852489,44208.95833,0.905489,44208.95833,0,44208.95833,0.847794,44208.95833,0.82058,44208.95833,13.8306
44209.00000,0,44209.00000,0.00695002,44209.00000,0.79141,44209.00000,0.85241,44209.00000,0.90541,44209.00000,0,44209.00000,0.821134,44209.00000,0.835343,44209.00000,13.8637
44209.00000,0,44209.00000,0.00690326,44209.00000,0.791354,44209.00000,0.852354,44209.00000,0.905354,44209.00000,0,44209.00000,0.821076,44209.00000,0.835291,44209.00000,13.8878
44209.04167,0,44209.04167,0.00680269,44209.04167,0.791255,44209.04167,0.852255,44209.04167,0.905255,44209.04167,0,44209.04167,0.837854,44209.04167,0.8634,44209.04167,13.93
44209.08333,0,44209.08333,0.00667389,44209.08333,0.791125,44209.08333,0.852125,44209.08333,0.905125,44209.08333,0,44209.08333,0.938299,44209.08333,0.991997,44209.08333,13.9855
44209.12500,0,44209.12500,0.00656968,44209.12500,0.791017,44209.12500,0.852017,44209.12500,0.905017,44209.12500,0,44209.12500,0.883796,44209.12500,1.02382,44209.12500,14.0314
44209.16667,0,44209.16667,0.00647732,44209.16667,0.790919,44209.16667,0.851919,44209.16667,0.904919,44209.16667,0,44209.16667,0.880333,44209.16667,0.932428,44209.16667,14.0731
44209.20833,0,44209.20833,0.00638677,44209.20833,0.790821,44209.20833,0.851821,44209.20833,0.904821,44209.20833,0,44209.20833,0.818169,44209.20833,0.836264,44209.20833,14.1147
44209.25000,0,44209.25000,0.00629798,44209.25000,0.790724,44209.25000,0.851724,44209.25000,0.904724,44209.25000,0,44209.25000,0.786416,44209.25000,0.785778,44209.25000,14.1563
44209.29167,0,44209.29167,0.0062109,44209.29167,0.790626,44209.29167,0.851626,44209.29167,0.904626,44209.29167,0,44209.29167,0.844111,44209.29167,0.802485,44209.29167,14.1979
44209.33333,0,44209.33333,0.00612549,44209.33333,0.790528,44209.33333,0.851528,44209.33333,0.904528,44209.33333,0,44209.33333,0.864653,44209.33333,0.765355,44209.33333,14.2396
44209.37500,0,44209.37500,0.00604171,44209.37500,0.790431,44209.37500,0.851431,44209.37500,0.904431,44209.37500,0,44209.37500,0.839113,44209.37500,0.880107,44209.37500,14.2812
44209.41667,0,44209.41667,0.00595953,44209.41667,0.790333,44209.41667,0.851333,44209.41667,0.904333,44209.41667,0,44209.41667,0.759512,44209.41667,0.91852,44209.41667,14.3228
44209.45833,0,44209.45833,0.0058789,44209.45833,0.790235,44209.45833,0.851235,44209.45833,0.904235,44209.45833,0,44209.45833,0.740727,44209.45833,0.862149,44209.45833,14.3644
44209.50000,0,44209.50000,0.00579979,44209.50000,0.790133,44209.50000,0.851133,44209.50000,0.904133,44209.50000,0,44209.50000,0.788403,44209.50000,0.884643,44209.50000,14.4061
44209.54167,0,44209.54167,0.00572215,44209.54167,0.789979,44209.54167,0.850979,44209.54167,0.903979,44209.54167,0,44209.54167,0.755386,44209.54167,0.855077,44209.54167,14.4477
44209.58333,0,44209.58333,0.00564596,44209.58333,0.789678,44209.58333,0.850678,44209.58333,0.903678,44209.58333,0,44209.58333,0.725243,44209.58333,0.842888,44209.58333,14.4893
