t, Evaporation,t, Groundwater Recharge (m3/day),t, Infiltration rate (m3/day),t, Inflow to the pond (m3/day),t, Overflow (m3/day),t, Pond water depth (m),t, Precipitation (mm/day),t, Soil Moisture,t, Underdrain flow (m3/day)
44371.54167,1.09397,44371.54167,0.624313,44371.54167,0.00136257,44371.54167,0.00123471,44371.54167,0,44371.54167,2.47317e-05,44371.54167,0,44371.54167,0.371831,44371.54167,0
44371.58333,1.55245,44371.58333,0.624358,44371.58333,0.00128085,44371.58333,0.00115637,44371.58333,0,44371.58333,2.42862e-05,44371.58333,0,44371.58333,0.375819,44371.58333,0
44371.62500,1.8283,44371.62500,0.624393,44371.62500,0.00120401,44371.62500,0.00108477,44371.62500,0,44371.62500,2.39678e-05,44371.62500,0,44371.62500,0.370701,44371.62500,0
44371.66667,1.96309,44371.66667,0.624418,44371.66667,0.00113161,44371.66667,0.00101917,44371.66667,0,44371.66667,2.44746e-05,44371.66667,0,44371.66667,0.382546,44371.66667,0
44371.70833,2.16046,44371.70833,0.624432,44371.70833,0.00106498,44371.70833,0.000958953,44371.70833,0,44371.70833,2.63483e-05,44371.70833,0,44371.70833,0.385072,44371.70833,0
44371.75000,2.26562,44371.75000,0.624436,44371.75000,0.00100314,44371.75000,0.000903568,44371.75000,0,44371.75000,2.44317e-05,44371.75000,0,44371.75000,0.382121,44371.75000,0
44371.79167,2.18545,44371.79167,0.62443,44371.79167,0.000944879,44371.79167,0.00085253,44371.79167,0,44371.79167,2.3204e-05,44371.79167,0,44371.79167,0.391601,44371.79167,0
44371.83333,2.00384,44371.83333,0.624412,44371.83333,0.000890297,44371.83333,0.00080541,44371.83333,0,44371.83333,2.40969e-05,44371.83333,0,44371.83333,0.378396,44371.83333,0
44371.87500,1.68604,44371.87500,0.624383,44371.87500,0.000839089,44371.87500,0.000761836,44371.87500,0,44371.87500,2.32206e-05,44371.87500,0,44371.87500,0.381309,44371.87500,0
44371.91667,1.25484,44371.91667,0.624349,44371.91667,0.000796028,44371.91667,0.000725804,44371.91667,0,44371.91667,2.26981e-05,44371.91667,0,44371.91667,0.357227,44371.91667,0
44371.95833,0.782347,44371.95833,0.624325,44371.95833,0.000769712,44371.95833,0.000704247,44371.95833,0,44371.95833,2.09277e-05,44371.95833,0,44371.95833,0.362847,44371.95833,0
44372.00000,0.24935,44372.00000,0.624279,44372.00000,0.000710045,44372.00000,0.000654141,44372.00000,0,44372.00000,1.96745e-05,44372.00000,0,44372.00000,0.370182,44372.00000,0
44372.04167,0.0433196,44372.04167,0.624207,44372.04167,0.000672922,44372.04167,0.000620664,44372.04167,0,44372.04167,1.88815e-05,44372.04167,0,44372.04167,0.371692,44372.04167,0
44372.08333,0.00637981,44372.08333,0.62409,44372.08333,0.000630835,44372.08333,0.000580592,44372.08333,0,44372.08333,1.89118e-05,44372.08333,0,44372.08333,0.379491,44372.08333,0
44372.12500,0.00114852,44372.12500,0.623978,44372.12500,0.000599232,44372.12500,0.000549998,44372.12500,0,44372.12500,1.79276e-05,44372.12500,0,44372.12500,0.388055,44372.12500,0
44372.16667,0.000924824,44372.16667,0.623866,44372.16667,0.000572579,44372.16667,0.000524225,44372.16667,0,44372.16667,1.69554e-05,44372.16667,0,44372.16667,0.377842,44372.16667,0
44372.20833,0.000649333,44372.20833,0.623744,44372.20833,0.000547453,44372.20833,0.000500102,44372.20833,0,44372.20833,1.61574e-05,44372.20833,0,44372.20833,0.369292,44372.20833,0
44372.25000,0.000465126,44372.25000,0.623612,44372.25000,0.0005237,44372.25000,0.000477494,44372.25000,0,44372.25000,1.72641e-05,44372.25000,0,44372.25000,0.354112,44372.25000,0
44372.29167,0.000414138,44372.29167,0.623472,44372.29167,0.000501228,44372.29167,0.000456284,44372.29167,0,44372.29167,1.78368e-05,44372.29167,0,44372.29167,0.35003,44372.29167,0
44372.33333,0.00040385,44372.33333,0.623324,44372.33333,0.000479967,44372.33333,0.000436361,44372.33333,0,44372.33333,1.82229e-05,44372.33333,0,44372.33333,0.346475,44372.33333,0
44372.37500,0.000945998,44372.37500,0.623168,44372.37500,0.000459858,44372.37500,0.000417629,44372.37500,0,44372.37500,1.87216e-05,44372.37500,0,44372.37500,0.3629,44372.37500,0
44372.41667,0.0473824,44372.41667,0.623006,44372.41667,0.000440995,44372.41667,0.000399996,44372.41667,0,44372.41667,1.80553e-05,44372.41667,0,44372.41667,0.37694,44372.41667,0
44372.45833,0.245437,44372.45833,0.622837,44372.45833,0.000423704,44372.45833,0.000383381,44372.45833,0,44372.45833,1.81733e-05,44372.45833,0,44372.45833,0.378686,44372.45833,0
44372.50000,0.615367,44372.50000,0.622663,44372.50000,0.000408062,44372.50000,0.000367708,44372.50000,0,44372.50000,1.78265e-05,44372.50000,0,44372.50000,0.365036,44372.50000,0
44372.54167,1.01661,44372.54167,0.622483,44372.54167,0.000393536,44372.54167,0.000352911,44372.54167,0,44372.54167,1.65031e-05,44372.54167,0,44372.54167,0.358445,44372.54167,0
44372.58333,1.35208,44372.58333,0.622298,44372.58333,0.000379563,44372.58333,0.00033893,44372.58333,0,44372.58333,1.62806e-05,44372.58333,0,44372.58333,0.352005,44372.58333,0
44372.62500,1.69926,44372.62500,0.622109,44372.62500,0.000366152,44372.62500,0.000325709,44372.62500,0,44372.62500,1.6041e-05,44372.62500,0,44372.62500,0.349972,44372.62500,0
44372.66667,2.04312,44372.66667,0.621916,44372.66667,0.000353272,44372.66667,0.000313194,44372.66667,0,44372.66667,1.45877e-05,44372.66667,0,44372.66667,0.336865,44372.66667,0
44372.70833,2.25236,44372.70833,0.621717,44372.70833,0.000340552,44372.70833,0.000301339,44372.70833,0,44372.70833,1.47531e-05,44372.70833,0,44372.70833,0.344474,44372.70833,0
44372.75000,2.28063,44372.75000,0.621514,44372.75000,0.000327763,44372.75000,0.000290101,44372.75000,0,44372.75000,1.42402e-05,44372.75000,0,44372.75000,0.344962,44372.75000,0
44372.79167,2.0516,44372.79167,0.621306,44372.79167,0.000314688,44372.79167,0.000279438,44372.79167,0,44372.79167,1.33762e-05,44372.79167,0,44372.79167,0.344313,44372.79167,0
44372.83333,1.68623,44372.83333,0.621093,44372.83333,0.000301617,44372.83333,0.000269315,44372.83333,0,44372.83333,1.16326e-05,44372.83333,0,44372.83333,0.338362,44372.83333,0
44372.87500,1.422,44372.87500,0.620874,44372.87500,0.00028929,44372.87500,0.000259697,44372.87500,0,44372.87500,1.05464e-05,44372.87500,0,44372.87500,0.347842,44372.87500,0
44372.91667,1.13225,44372.91667,0.620676,44372.91667,0.000278899,44372.91667,0.000251562,44372.91667,0,44372.91667,9.3096e-06,44372.91667,0,44372.91667,0.355549,44372.91667,0
44372.95833,0.708382,44372.95833,0.620551,44372.95833,0.000272329,44372.95833,0.000246622,44372.95833,0,44372.95833,1.02388e-05,44372.95833,0,44372.95833,0.357226,44372.95833,0
44373.00000,0.229042,44373.00000,0.620244,44373.00000,0.000256879,44373.00000,0.000234861,44373.00000,0,44373.00000,9.16717e-06,44373.00000,0,44373.00000,0.349038,44373.00000,0
44373.04167,0.0397108,44373.04167,0.619999,44373.04167,0.000247281,44373.04167,0.000226744,44373.04167,0,44373.04167,9.89503e-06,44373.04167,0,44373.04167,0.340863,44373.04167,0
44373.08333,0.00548503,44373.08333,0.619665,44373.08333,0.000236476,44373.08333,0.000216725,44373.08333,0,44373.08333,1.08073e-05,44373.08333,0,44373.08333,0.344311,44373.08333,0
44373.12500,0.00058353,44373.12500,0.619381,44373.12500,0.000228362,44373.12500,0.000208873,44373.12500,0,44373.12500,9.8394e-06,44373.12500,0,44373.12500,0.352322,44373.12500,0
44373.16667,0.00044844,44373.16667,0.619118,44373.16667,0.000221458,44373.16667,0.000202107,44373.16667,0,44373.16667,9.07852e-06,44373.16667,0,44373.16667,0.360049,44373.16667,0
44373.20833,0.00034966,44373.20833,0.618851,44373.20833,0.000214856,44373.20833,0.000195643,44373.20833,0,44373.20833,9.71929e-06,44373.20833,0,44373.20833,0.354128,44373.20833,0
44373.25000,0.00024864,44373.25000,0.61858,44373.25000,0.000208502,44373.25000,0.000189463,44373.25000,0,44373.25000,1.02755e-05,44373.25000,0,44373.25000,0.354382,44373.25000,0
44373.29167,0.000158645,44373.29167,0.618304,44373.29167,0.000202369,44373.29167,0.000183552,44373.29167,0,44373.29167,1.00486e-05,44373.29167,0,44373.29167,0.35804,44373.29167,0
44373.33333,0.000108467,44373.33333,0.618026,44373.33333,0.000196445,44373.33333,0.000177895,44373.33333,0,44373.33333,1.03887e-05,44373.33333,0,44373.33333,0.350861,44373.33333,0
44373.37500,8.16264e-05,44373.37500,0.617878,44373.37500,0.000224989,44373.37500,0.000768274,44373.37500,0,44373.37500,1.06427e-05,44373.37500,0.0199089,44373.37500,0.352113,44373.37500,0
44373.41667,0.00343074,44373.41667,0.617681,44373.41667,0.960295,44373.41667,1.26271,44373.41667,0,44373.41667,0.00100966,44373.41667,2.4,44373.41667,0.364669,44373.41667,0
44373.45833,0.0553594,44373.45833,0.617397,44373.45833,9.40615,44373.45833,10.3577,44373.45833,0,44373.45833,0.00643113,44373.45833,7.2,44373.45833,0.359083,44373.45833,0
44373.50000,0.211462,44373.50000,0.617111,44373.50000,13.8715,44373.50000,13.5524,44373.50000,0,44373.50000,0.0104703,44373.50000,6,44373.50000,0.353706,44373.50000,0
44373.54167,0.214666,44373.54167,0.616826,44373.54167,6.80096,44373.54167,6.3273,44373.54167,0,44373.54167,0.00547363,44373.54167,2.4,44373.54167,0.343892,44373.54167,0
44373.58333,0.75276,44373.58333,0.616542,44373.58333,4.22316,44373.58333,3.91816,44373.58333,0,44373.58333,0.00348136,44373.58333,1.2,44373.58333,0.339815,44373.58333,0
44373.62500,1.17318,44373.62500,0.616263,44373.62500,2.25249,44373.62500,2.24475,44373.62500,0,44373.62500,0.00207412,44373.62500,1.2,44373.62500,0.355229,44373.62500,0
44373.66667,1.08947,44373.66667,0.615992,44373.66667,4.92691,44373.66667,5.26194,44373.66667,0,44373.66667,0.00375672,44373.66667,3.6,44373.66667,0.358025,44373.66667,0
44373.70833,1.3359,44373.70833,0.61573,44373.70833,8.53075,44373.70833,8.77751,44373.70833,0,44373.70833,0.00626467,44373.70833,4.8,44373.70833,0.361937,44373.70833,0
44373.75000,1.86181,44373.75000,0.615397,44373.75000,9.44178,44373.75000,9.49244,44373.75000,0,44373.75000,0.00708872,44373.75000,4.8,44373.75000,0.356689,44373.75000,0
44373.79167,1.83193,44373.79167,0.61525,44373.79167,8.47703,44373.79167,8.20796,44373.79167,0,44373.79167,0.00624222,44373.79167,3.6,44373.79167,0.36669,44373.79167,0
44373.83333,1.64184,44373.83333,0.615031,44373.83333,4.70927,44373.83333,4.30086,44373.83333,0,44373.83333,0.00391129,44373.83333,1.2,44373.83333,0.374422,44373.83333,0
44373.87500,1.23496,44373.87500,0.61483,44373.87500,2.33669,44373.87500,2.31819,44373.87500,0,44373.87500,0.00207954,44373.87500,1.2,44373.87500,0.373957,44373.87500,0
44373.91667,0.868325,44373.91667,0.614649,44373.91667,3.01037,44373.91667,2.93871,44373.91667,0,44373.91667,0.00251498,44373.91667,1.2,44373.91667,0.370525,44373.91667,0
44373.95833,0.551451,44373.95833,0.614463,44373.95833,1.07888,44373.95833,0.960193,44373.95833,0,44373.95833,0.00124184,44373.95833,0,44373.95833,0.376437,44373.95833,0
44374.00000,0.227286,44374.00000,0.614287,44374.00000,0.380388,44374.00000,0.349822,44374.00000,0,44374.00000,0.000591189,44374.00000,0,44374.00000,0.38894,44374.00000,0
44374.04167,0.0369743,44374.04167,0.614185,44374.04167,0.225659,44374.04167,0.20862,44374.04167,0,44374.04167,0.0004174,44374.04167,0,44374.04167,0.364328,44374.04167,0
44374.08333,0.00468086,44374.08333,0.614089,44374.08333,0.133652,44374.08333,0.123949,44374.08333,0,44374.08333,0.000324334,44374.08333,0,44374.08333,0.36083,44374.08333,0
44374.12500,0.000574215,44374.12500,0.614034,44374.12500,0.0914941,44374.12500,0.0849807,44374.12500,0,44374.12500,0.000252309,44374.12500,0,44374.12500,0.378801,44374.12500,0
44374.16667,0.000624962,44374.16667,0.614003,44374.16667,0.0675686,44374.16667,0.0628045,44374.16667,0,44374.16667,0.000197648,44374.16667,0,44374.16667,0.376279,44374.16667,0
44374.20833,0.000559947,44374.20833,0.613987,44374.20833,0.0513961,44374.20833,0.0477859,44374.20833,0,44374.20833,0.000191931,44374.20833,0,44374.20833,0.38718,44374.20833,0
44374.25000,0.000518799,44374.25000,0.613986,44374.25000,0.0400653,44374.25000,0.0372505,44374.25000,0,44374.25000,0.000164047,44374.25000,0,44374.25000,0.377574,44374.25000,0
44374.29167,0.00045914,44374.29167,0.613998,44374.29167,0.0318843,44374.29167,0.0296378,44374.29167,0,44374.29167,0.000147421,44374.29167,0,44374.29167,0.382342,44374.29167,0
44374.33333,0.000381055,44374.33333,0.614022,44374.33333,0.0258246,44374.33333,0.0239966,44374.33333,0,44374.33333,0.000137408,44374.33333,0,44374.33333,0.386731,44374.33333,0
44374.37500,0.000933715,44374.37500,0.614055,44374.37500,0.0212366,44374.37500,0.0197245,44374.37500,0,44374.37500,0.000125411,44374.37500,0,44374.37500,0.377544,44374.37500,0
44374.41667,0.0335902,44374.41667,0.614098,44374.41667,0.0176976,44374.41667,0.0164276,44374.41667,0,44374.41667,0.000118297,44374.41667,0,44374.41667,0.378231,44374.41667,0
44374.45833,0.185272,44374.45833,0.614149,44374.45833,0.0149255,44374.45833,0.0138404,44374.45833,0,44374.45833,0.000103176,44374.45833,0,44374.45833,0.39769,44374.45833,0
44374.50000,0.406023,44374.50000,0.614206,44374.50000,0.0127196,44374.50000,0.0117803,44374.50000,0,44374.50000,9.22217e-05,44374.50000,0,44374.50000,0.391682,44374.50000,0
44374.54167,0.633823,44374.54167,0.614268,44374.54167,0.0109381,44374.54167,0.0101184,44374.54167,0,44374.54167,8.42045e-05,44374.54167,0,44374.54167,0.38849,44374.54167,0
44374.58333,0.913851,44374.58333,0.614335,44374.58333,0.00948323,44374.58333,0.00876214,44374.58333,0,44374.58333,7.81388e-05,44374.58333,0,44374.58333,0.376173,44374.58333,0
44374.62500,1.21856,44374.62500,0.614404,44374.62500,0.00828188,44374.62500,0.0076437,44374.62500,0,44374.62500,6.53409e-05,44374.62500,0,44374.62500,0.36053,44374.62500,0
44374.66667,1.63262,44374.66667,0.614476,44374.66667,0.00728213,44374.66667,0.00671261,44374.66667,0,44374.66667,5.93159e-05,44374.66667,0,44374.66667,0.348407,44374.66667,0
44374.70833,2.03306,44374.70833,0.614548,44374.70833,0.00644055,44374.70833,0.00593077,44374.70833,0,44374.70833,5.72258e-05,44374.70833,0,44374.70833,0.354905,44374.70833,0
44374.75000,2.14041,44374.75000,0.614619,44374.75000,0.0057201,44374.75000,0.00526917,44374.75000,0,44374.75000,5.05551e-05,44374.75000,0,44374.75000,0.363635,44374.75000,0
44374.79167,1.99267,44374.79167,0.614689,44374.79167,0.00510073,44374.79167,0.00470526,44374.79167,0,44374.79167,4.72195e-05,44374.79167,0,44374.79167,0.374078,44374.79167,0
44374.83333,1.74134,44374.83333,0.614756,44374.83333,0.00456965,44374.83333,0.00422133,44374.83333,0,44374.83333,4.10108e-05,44374.83333,0,44374.83333,0.387338,44374.83333,0
44374.87500,1.43229,44374.87500,0.614818,44374.87500,0.00411309,44374.87500,0.00380359,44374.87500,0,44374.87500,4.44465e-05,44374.87500,0,44374.87500,0.401179,44374.87500,0
44374.91667,1.06172,44374.91667,0.61487,44374.91667,0.00375966,44374.91667,0.00347703,44374.91667,0,44374.91667,4.31539e-05,44374.91667,0,44374.91667,0.397542,44374.91667,0
44374.95833,0.659208,44374.95833,0.614901,44374.95833,0.00360177,44374.95833,0.00328952,44374.95833,0,44374.95833,4.52513e-05,44374.95833,0,44374.95833,0.402209,44374.95833,0
44375.00000,0.202057,44375.00000,0.614997,44375.00000,0.00322351,44375.00000,0.00288,44375.00000,0,44375.00000,4.18926e-05,44375.00000,0,44375.00000,0.39878,44375.00000,0
44375.04167,0.0334555,44375.04167,0.615036,44375.04167,0.00287425,44375.04167,0.00262377,44375.04167,0,44375.04167,3.68451e-05,44375.04167,0,44375.04167,0.419425,44375.04167,0
44375.08333,0.00485054,44375.08333,0.615073,44375.08333,0.00254248,44375.08333,0.00233783,44375.08333,0,44375.08333,3.55649e-05,44375.08333,0,44375.08333,0.405154,44375.08333,0
44375.12500,0.00111949,44375.12500,0.615093,44375.12500,0.00231559,44375.12500,0.00213184,44375.12500,0,44375.12500,3.36399e-05,44375.12500,0,44375.12500,0.405239,44375.12500,0
44375.16667,0.00110171,44375.16667,0.615103,44375.16667,0.00213672,44375.16667,0.00196664,44375.16667,0,44375.16667,3.1984e-05,44375.16667,0,44375.16667,0.40905,44375.16667,0
44375.20833,0.000954647,44375.20833,0.615105,44375.20833,0.00197733,44375.20833,0.00181866,44375.20833,0,44375.20833,3.04364e-05,44375.20833,0,44375.20833,0.405163,44375.20833,0
44375.25000,0.000817739,44375.25000,0.615099,44375.25000,0.00183422,44375.25000,0.00168566,44375.25000,0,44375.25000,3.02388e-05,44375.25000,0,44375.25000,0.402618,44375.25000,0
44375.29167,0.000802048,44375.29167,0.615085,44375.29167,0.00170511,44375.29167,0.00156577,44375.29167,0,44375.29167,3.09572e-05,44375.29167,0,44375.29167,0.41044,44375.29167,0
44375.33333,0.000842184,44375.33333,0.615064,44375.33333,0.00158825,44375.33333,0.00145738,44375.33333,0,44375.33333,2.9422e-05,44375.33333,0,44375.33333,0.396105,44375.33333,0
44375.37500,0.00146414,44375.37500,0.615036,44375.37500,0.00148217,44375.37500,0.00135912,44375.37500,0,44375.37500,2.8777e-05,44375.37500,0,44375.37500,0.398381,44375.37500,0
44375.41667,0.0420695,44375.41667,0.615001,44375.41667,0.00138599,44375.41667,0.00126981,44375.41667,0,44375.41667,3.10724e-05,44375.41667,0,44375.41667,0.393936,44375.41667,0
44375.45833,0.222066,44375.45833,0.614959,44375.45833,0.00129944,44375.45833,0.00118843,44375.45833,0,44375.45833,3.02883e-05,44375.45833,0,44375.45833,0.383994,44375.45833,0
44375.50000,0.570668,44375.50000,0.614911,44375.50000,0.00122182,44375.50000,0.0011141,44375.50000,0,44375.50000,3.01392e-05,44375.50000,0,44375.50000,0.389856,44375.50000,0
44375.54167,0.991432,44375.54167,0.614857,44375.54167,0.00115137,44375.54167,0.00104606,44375.54167,0,44375.54167,2.68759e-05,44375.54167,0,44375.54167,0.357835,44375.54167,0
44375.58333,1.401,44375.58333,0.614796,44375.58333,0.00108639,44375.58333,0.000983649,44375.58333,0,44375.58333,2.60898e-05,44375.58333,0,44375.58333,0.362225,44375.58333,0
44375.62500,1.7562,44375.62500,0.61473,44375.62500,0.0010258,44375.62500,0.000926293,44375.62500,0,44375.62500,2.23639e-05,44375.62500,0,44375.62500,0.349483,44375.62500,0
44375.66667,1.99771,44375.66667,0.614657,44375.66667,0.000968718,44375.66667,0.000873477,44375.66667,0,44375.66667,2.38992e-05,44375.66667,0,44375.66667,0.343915,44375.66667,0
44375.70833,2.05864,44375.70833,0.614578,44375.70833,0.00091443,44375.70833,0.000824756,44375.70833,0,44375.70833,2.3342e-05,44375.70833,0,44375.70833,0.334893,44375.70833,0
44375.75000,1.95392,44375.75000,0.614493,44375.75000,0.000862826,44375.75000,0.000779733,44375.75000,0,44375.75000,2.16478e-05,44375.75000,0,44375.75000,0.350913,44375.75000,0
44375.79167,1.80656,44375.79167,0.614401,44375.79167,0.000814557,44375.79167,0.000738052,44375.79167,0,44375.79167,2.10846e-05,44375.79167,0,44375.79167,0.365348,44375.79167,0
44375.83333,1.63575,44375.83333,0.614301,44375.83333,0.000769809,44375.83333,0.000699405,44375.83333,0,44375.83333,2.09689e-05,44375.83333,0,44375.83333,0.354766,44375.83333,0
44375.87500,1.36878,44375.87500,0.614195,44375.87500,0.000728064,44375.87500,0.000663516,44375.87500,0,44375.87500,1.95707e-05,44375.87500,0,44375.87500,0.347713,44375.87500,0
44375.91667,1.02775,44375.91667,0.614095,44375.91667,0.000693103,44375.91667,0.000633738,44375.91667,0,44375.91667,1.76118e-05,44375.91667,0,44375.91667,0.359505,44375.91667,0
44375.95833,0.658491,44375.95833,0.61403,44375.95833,0.000671819,44375.95833,0.000615882,44375.95833,0,44375.95833,1.75619e-05,44375.95833,0,44375.95833,0.350177,44375.95833,0
44376.00000,0.218709,44376.00000,0.613871,44376.00000,0.000623044,44376.00000,0.000574227,44376.00000,0,44376.00000,1.71635e-05,44376.00000,0,44376.00000,0.345288,44376.00000,0
44376.04167,0.0394084,44376.04167,0.613734,44376.04167,0.000592107,44376.04167,0.00054626,44376.04167,0,44376.04167,1.82138e-05,44376.04167,0,44376.04167,0.346905,44376.04167,0
44376.08333,0.00614481,44376.08333,0.613539,44376.08333,0.000556622,44376.08333,0.000512631,44376.08333,0,44376.08333,1.86369e-05,44376.08333,0,44376.08333,0.354033,44376.08333,0
44376.12500,0.00127988,44376.12500,0.613367,44376.12500,0.000529857,44376.12500,0.000486857,44376.12500,0,44376.12500,1.84055e-05,44376.12500,0,44376.12500,0.361536,44376.12500,0
44376.16667,0.00102039,44376.16667,0.613203,44376.16667,0.000507241,44376.16667,0.000465071,44376.16667,0,44376.16667,1.82612e-05,44376.16667,0,44376.16667,0.368999,44376.16667,0
44376.20833,0.000752525,44376.20833,0.613033,44376.20833,0.000485892,44376.20833,0.000444618,44376.20833,0,44376.20833,1.70165e-05,44376.20833,0,44376.20833,0.356909,44376.20833,0
44376.25000,0.000598903,44376.25000,0.612856,44376.25000,0.000465681,44376.25000,0.000425395,44376.25000,0,44376.25000,1.58834e-05,44376.25000,0,44376.25000,0.346601,44376.25000,0
44376.29167,0.000556804,44376.29167,0.612673,44376.29167,0.000446528,44376.29167,0.000407309,44376.29167,0,44376.29167,1.58272e-05,44376.29167,0,44376.29167,0.352463,44376.29167,0
44376.33333,0.000544444,44376.33333,0.612484,44376.33333,0.000428371,44376.33333,0.000390275,44376.33333,0,44376.33333,1.52836e-05,44376.33333,0,44376.33333,0.351291,44376.33333,0
44376.37500,0.00113489,44376.37500,0.612291,44376.37500,0.000411162,44376.37500,0.000374217,44376.37500,0,44376.37500,1.45587e-05,44376.37500,0,44376.37500,0.363671,44376.37500,0
44376.41667,0.0422211,44376.41667,0.612093,44376.41667,0.000394971,44376.41667,0.000359064,44376.41667,0,44376.41667,1.60493e-05,44376.41667,0,44376.41667,0.367031,44376.41667,0
44376.45833,0.22466,44376.45833,0.611891,44376.45833,0.000380074,44376.45833,0.000344749,44376.45833,0,44376.45833,1.56603e-05,44376.45833,0,44376.45833,0.378277,44376.45833,0
44376.50000,0.582544,44376.50000,0.611686,44376.50000,0.000366587,44376.50000,0.000331214,44376.50000,0,44376.50000,1.40114e-05,44376.50000,0,44376.50000,0.366747,44376.50000,0
44376.54167,1.02971,44376.54167,0.611477,44376.54167,0.00035422,44376.54167,0.000318407,44376.54167,0,44376.54167,1.40946e-05,44376.54167,0,44376.54167,0.356806,44376.54167,0
44376.58333,1.4693,44376.58333,0.611265,44376.58333,0.000342524,44376.58333,0.000306278,44376.58333,0,44376.58333,1.33953e-05,44376.58333,0,44376.58333,0.35862,44376.58333,0
44376.62500,1.77712,44376.62500,0.61105,44376.62500,0.000330977,44376.62500,0.000294784,44376.62500,0,44376.62500,1.36646e-05,44376.62500,0,44376.62500,0.363022,44376.62500,0
44376.66667,1.92054,44376.66667,0.610833,44376.66667,0.000319321,44376.66667,0.000283881,44376.66667,0,44376.66667,1.32973e-05,44376.66667,0,44376.66667,0.364782,44376.66667,0
44376.70833,2.03828,44376.70833,0.610612,44376.70833,0.000307848,44376.70833,0.000273532,44376.70833,0,44376.70833,1.35969e-05,44376.70833,0,44376.70833,0.346547,44376.70833,0
44376.75000,2.13011,44376.75000,0.610388,44376.75000,0.000296717,44376.75000,0.000263702,44376.75000,0,44376.75000,1.24894e-05,44376.75000,0,44376.75000,0.353407,44376.75000,0
44376.79167,2.04873,44376.79167,0.61016,44376.79167,0.000285667,44376.79167,0.000254357,44376.79167,0,44376.79167,1.218e-05,44376.79167,0,44376.79167,0.344943,44376.79167,0
44376.83333,1.80341,44376.83333,0.609929,44376.83333,0.000274637,44376.83333,0.000245468,44376.83333,0,44376.83333,1.31639e-05,44376.83333,0,44376.83333,0.337217,44376.83333,0
44376.87500,1.49282,44376.87500,0.609694,44376.87500,0.000263853,44376.87500,0.000237006,44376.87500,0,44376.87500,1.2534e-05,44376.87500,0,44376.87500,0.337159,44376.87500,0
44376.91667,1.12092,44376.91667,0.609482,44376.91667,0.000254513,44376.91667,0.00022984,44376.91667,0,44376.91667,1.1791e-05,44376.91667,0,44376.91667,0.343406,44376.91667,0
44376.95833,0.69492,44376.95833,0.609349,44376.95833,0.000248612,44376.95833,0.000225484,44376.95833,0,44376.95833,1.04086e-05,44376.95833,0,44376.95833,0.351067,44376.95833,0
44377.00000,0.22177,44377.00000,0.609042,44377.00000,0.000234783,44377.00000,0.000215095,44377.00000,0,44377.00000,9.94228e-06,44377.00000,0,44377.00000,0.341396,44377.00000,0
44377.04167,0.0401907,44377.04167,0.608785,44377.04167,0.000226213,44377.04167,0.00020791,44377.04167,0,44377.04167,1.07209e-05,44377.04167,0,44377.04167,0.34806,44377.04167,0
44377.08333,0.00677009,44377.08333,0.608438,44377.08333,0.000216582,44377.08333,0.000199022,44377.08333,0,44377.08333,1.07612e-05,44377.08333,0,44377.08333,0.367391,44377.08333,0
44377.12500,0.00204183,44377.12500,0.608145,44377.12500,0.000209364,44377.12500,0.000192044,44377.12500,0,44377.12500,1.09109e-05,44377.12500,0,44377.12500,0.367202,44377.12500,0
44377.16667,0.0018812,44377.16667,0.607874,44377.16667,0.000203231,44377.16667,0.000186021,44377.16667,0,44377.16667,1.08511e-05,44377.16667,0,44377.16667,0.35329,44377.16667,0
44377.20833,0.00170322,44377.20833,0.6076,44377.20833,0.000197369,44377.20833,0.000180258,44377.20833,0,44377.20833,1.00958e-05,44377.20833,0,44377.20833,0.366743,44377.20833,0
44377.25000,0.00149728,44377.25000,0.607322,44377.25000,0.000191726,44377.25000,0.000174741,44377.25000,0,44377.25000,9.7979e-06,44377.25000,0,44377.25000,0.368327,44377.25000,0
44377.29167,0.00140807,44377.29167,0.60704,44377.29167,0.000186275,44377.29167,0.000169456,44377.29167,0,44377.29167,9.34905e-06,44377.29167,0,44377.29167,0.363524,44377.29167,0
44377.33333,0.00141046,44377.33333,0.606756,44377.33333,0.000181004,44377.33333,0.000164392,44377.33333,0,44377.33333,9.36305e-06,44377.33333,0,44377.33333,0.337315,44377.33333,0
44377.37500,0.00194481,44377.37500,0.60647,44377.37500,0.000175905,44377.37500,0.000159536,44377.37500,0,44377.37500,9.64881e-06,44377.37500,0,44377.37500,0.340414,44377.37500,0
44377.41667,0.0427134,44377.41667,0.606182,44377.41667,0.000171033,44377.41667,0.000154878,44377.41667,0,44377.41667,9.44992e-06,44377.41667,0,44377.41667,0.331848,44377.41667,0
44377.45833,0.22418,44377.45833,0.605892,44377.45833,0.000166545,44377.45833,0.000150407,44377.45833,0,44377.45833,8.92615e-06,44377.45833,0,44377.45833,0.343177,44377.45833,0
44377.50000,0.582837,44377.50000,0.605602,44377.50000,0.000162542,44377.50000,0.000146112,44377.50000,0,44377.50000,9.42283e-06,44377.50000,0,44377.50000,0.345251,44377.50000,0
44377.54167,1.02371,44377.54167,0.60531,44377.54167,0.000158918,44377.54167,0.000141987,44377.54167,0,44377.54167,9.20859e-06,44377.54167,0,44377.54167,0.349166,44377.54167,0
44377.58333,1.418,44377.58333,0.605018,44377.58333,0.000155435,44377.58333,0.000138022,44377.58333,0,44377.58333,8.96758e-06,44377.58333,0,44377.58333,0.362854,44377.58333,0
